flight_id,distance_km,battery_level_pct,temperature_c,humidity_pct,wind_speed_kmh,payload_weight_kg,altitude_m,pilot_experience_years,traffic_density_index,sensor_reading,weather_condition,drone_type,delivery_zone,is_weekend,night_flight,gps_signal_lost,restricted_airspace_clearance,operator_certification_level,traffic_level,risk_score_hidden,risk_level
FL101384,3.99,100.0,25.7,50.3,17.8,1.01,91.1,4.3,16.6,49.53,Clear,FixedWing,Rural,True,False,False,True,Basic,Low,9.01,Medium
FL100894,4.66,53.6,32.5,65.9,9.1,2.36,69.2,7.6,0.0,57.67,Windy,Hexacopter,Suburban,False,False,False,False,Expert,Low,0.7,Low
FL100828,7.01,32.1,20.8,60.9,22.6,2.08,92.9,15.0,50.2,37.37,Cloudy,FixedWing,Rural,False,False,True,True,Expert,Medium,9.32,Medium
FL102920,3.0,40.2,35.0,26.1,12.0,2.72,63.7,0.3,35.5,52.07,Clear,Hexacopter,Suburban,False,False,False,True,Basic,Low,14.01,Medium
FL101683,3.13,73.5,37.0,37.3,1.2,0.98,81.2,13.3,33.1,47.32,Stormy,Quadcopter,Urban,False,False,False,True,Basic,Medium,17.27,Medium
FL102574,0.94,75.9,37.0,59.0,12.2,1.99,124.0,1.3,48.1,40.15,Clear,Quadcopter,Urban,False,False,False,True,Advanced,Medium,-5.77,Low
FL102969,5.11,61.5,26.6,53.0,8.6,0.12,126.8,0.8,22.8,48.29,Foggy,Quadcopter,Suburban,False,False,False,False,Advanced,Low,12.9,Medium
FL102512,1.04,82.3,39.7,79.0,11.6,4.16,80.3,0.2,42.0,43.59,Foggy,Quadcopter,Urban,True,True,False,False,Basic,Medium,13.73,Medium
FL100652,9.91,60.2,29.0,60.7,3.0,2.65,161.8,0.6,60.4,59.44,Windy,Quadcopter,Suburban,False,False,False,True,Advanced,Medium,14.57,Medium
FL100172,9.05,58.1,18.6,40.2,17.0,2.54,88.9,0.7,63.2,46.38,Clear,Quadcopter,Suburban,True,False,False,True,Expert,High,1.02,Low
FL100038,9.15,74.5,28.0,46.7,9.5,2.46,67.5,4.0,50.5,57.61,Clear,Quadcopter,Suburban,False,False,False,True,Basic,Medium,-6.48,Low
FL102860,4.62,70.5,27.4,54.0,10.4,1.59,113.5,0.9,54.2,60.24,Rainy,Quadcopter,Rural,False,False,True,True,Basic,Medium,31.48,High
FL100713,10.97,57.5,29.3,24.0,5.4,2.24,119.1,1.6,58.3,53.89,Foggy,Quadcopter,Urban,False,False,False,True,Basic,High,7.4,Low
FL100090,4.35,73.9,33.4,78.0,1.3,1.74,56.0,1.3,53.9,54.65,Clear,Quadcopter,Suburban,False,False,False,False,Basic,Medium,-2.84,Low
FL102954,27.39,61.2,29.5,30.6,10.3,0.98,130.1,4.5,48.3,51.44,Clear,FixedWing,Urban,False,False,False,True,Advanced,Medium,55.77,High
FL101205,11.47,79.7,32.5,43.7,3.6,2.7,77.7,6.7,50.8,40.84,Clear,FixedWing,Urban,False,False,False,True,Advanced,Medium,-1.15,Low
FL102585,5.97,61.5,17.8,43.1,43.9,4.29,142.0,1.5,30.5,56.04,Clear,Hexacopter,Suburban,False,False,False,True,Basic,Low,-6.1,Low
FL101827,6.33,83.9,31.5,49.6,4.2,1.32,82.4,0.9,5.7,61.08,Clear,Quadcopter,Suburban,False,False,False,True,Expert,Low,1.33,Low
FL101155,28.08,98.8,12.2,36.8,4.8,0.98,108.1,1.0,8.3,47.06,Rainy,Quadcopter,Suburban,True,False,False,True,Expert,Low,57.24,High
FL101324,8.36,86.3,27.6,32.3,13.4,3.93,97.5,0.9,67.3,50.75,Cloudy,Quadcopter,Urban,False,True,False,False,Advanced,High,-3.13,Low
FL100216,1.74,75.4,35.5,69.6,2.7,1.77,72.2,3.3,49.3,58.43,Cloudy,Quadcopter,Suburban,False,False,False,True,Basic,Medium,-3.21,Low
FL100510,6.2,73.6,30.9,80.3,12.9,1.7,118.3,0.8,59.9,50.39,Rainy,Quadcopter,Suburban,False,False,False,True,Advanced,High,15.95,Medium
FL101680,5.87,70.3,23.9,29.3,30.3,2.25,94.4,,25.1,44.55,Clear,Quadcopter,Suburban,False,False,False,True,Expert,Low,0.57,Low
FL100499,5.51,81.3,25.8,67.9,6.4,41.6,66.5,2.1,31.2,54.3,Clear,Quadcopter,Urban,False,True,False,True,Expert,Medium,-2.15,Low
FL102548,16.45,63.5,30.7,38.9,34.2,2.59,69.0,1.8,49.9,50.17,Foggy,Hexacopter,Urban,False,True,False,False,Basic,Medium,20.94,High
FL101856,15.59,71.8,24.9,79.1,34.6,3.15,79.4,10.4,57.9,45.83,Clear,Quadcopter,Suburban,False,False,False,True,Basic,High,49.89,High
FL101388,11.3,36.5,37.2,54.1,17.6,0.51,139.3,2.2,17.1,41.94,Rainy,Hexacopter,Suburban,False,False,False,False,Basic,Low,-3.67,Low
FL101519,5.99,75.1,23.5,73.3,17.5,2.17,87.0,1.7,66.6,72.98,Rainy,Hexacopter,Urban,False,False,True,True,Advanced,Medium,14.93,Medium
FL102386,6.03,79.6,15.7,63.6,23.1,4.24,84.9,10.0,73.5,52.16,Rainy,Quadcopter,Urban,True,False,False,True,Basic,High,4.42,Low
FL102721,0.98,78.1,35.3,35.5,19.7,1.4,96.0,0.3,66.5,48.72,Foggy,Quadcopter,Suburban,False,True,True,True,Advanced,High,21.8,High
FL102076,6.33,74.8,30.8,23.6,5.5,2.78,78.2,9.1,31.8,46.84,Cloudy,Hexacopter,Rural,False,False,False,False,Expert,Medium,-7.94,Low
FL101540,6.57,84.2,24.4,44.7,4.8,2.59,51.4,0.1,53.6,45.32,Foggy,Hexacopter,Restricted,False,False,False,False,Expert,High,13.11,Medium
FL101217,5.32,78.6,38.7,27.9,30.5,1.83,106.9,1.9,55.8,47.98,Clear,Hexacopter,Urban,True,False,False,True,Advanced,High,-5.18,Low
FL101416,6.54,94.2,22.5,59.8,19.5,0.53,100.2,5.0,67.9,50.41,Foggy,Quadcopter,Urban,True,False,False,True,Advanced,Medium,2.35,Low
FL102217,6.95,81.5,21.0,49.1,2.4,2.91,56.7,0.3,97.6,54.35,Windy,Quadcopter,Suburban,False,True,False,True,Basic,High,12.64,Medium
FL102621,1.54,100.0,44.5,60.9,3.0,2.42,135.9,7.8,74.9,39.5,Windy,Quadcopter,Rural,False,False,True,False,Advanced,Medium,20.36,High
FL101676,2.67,68.9,33.2,54.6,15.1,0.7,113.9,2.6,8.3,59.71,Clear,Quadcopter,Urban,False,False,False,True,Expert,Low,-6.45,Low
FL101197,0.97,72.4,14.3,47.6,8.9,1.03,110.7,6.5,58.0,52.55,Clear,Hexacopter,Suburban,False,False,False,False,Basic,Medium,-2.94,Low
FL101542,13.02,65.9,23.3,61.7,18.2,4.73,76.3,2.3,21.3,49.84,Cloudy,Quadcopter,Suburban,True,False,False,True,Advanced,Medium,1.89,Low
FL100953,12.39,73.7,11.9,13.3,5.5,1.62,124.9,4.5,0.0,56.22,Clear,FixedWing,Rural,False,True,False,False,Basic,Low,-10.82,Low
FL100750,8.43,85.8,38.0,75.9,3.0,1.73,108.2,7.1,47.4,31.55,Clear,FixedWing,Urban,False,False,False,True,Basic,Medium,2.94,Low
FL100234,2.3,81.3,21.6,39.3,14.6,0.63,96.2,5.8,38.3,61.08,Foggy,FixedWing,Rural,False,False,False,True,Advanced,Medium,8.62,Medium
FL100732,1.78,66.0,34.8,51.2,10.9,2.92,62.5,1.4,42.6,58.27,Clear,Quadcopter,Urban,False,True,False,True,Basic,Medium,2.46,Low
FL102992,10.6,72.4,27.3,,30.0,3.97,132.6,2.1,33.3,40.86,Clear,FixedWing,Urban,False,False,False,False,Basic,Low,35.84,High
FL101156,11.84,84.7,27.4,57.0,25.6,1.02,113.7,0.5,54.0,53.61,Rainy,Hexacopter,Suburban,False,True,False,False,Expert,Medium,7.98,Low
FL102573,2.83,75.0,22.2,30.5,14.1,0.3,33.0,4.1,26.2,62.13,Stormy,Hexacopter,Urban,False,False,False,True,Expert,Low,2.81,Low
FL102445,4.0,87.1,20.1,55.8,12.7,1.52,73.2,2.9,38.1,50.29,Clear,Quadcopter,Urban,True,False,False,False,Basic,Medium,-5.27,Low
FL101209,4.48,91.8,31.1,51.5,4.4,4.48,89.2,4.2,44.7,60.19,Cloudy,Hexacopter,Rural,False,True,False,False,Expert,Medium,0.01,Low
FL101065,4.52,76.7,14.9,25.5,8.0,3.71,114.7,5.4,31.8,49.37,Cloudy,Hexacopter,Suburban,False,True,False,False,Basic,Low,-0.42,Low
FL102156,6.1,67.8,29.4,46.2,7.2,1.99,158.7,3.8,40.3,25.27,Cloudy,Quadcopter,Urban,True,False,True,True,Advanced,Low,20.14,High
FL101062,27.31,76.0,43.3,,0.5,2.55,95.1,3.6,16.2,39.49,Foggy,Quadcopter,Urban,True,True,True,False,Advanced,Low,106.31,High
FL101167,15.8,88.7,19.4,67.0,13.2,3.81,95.7,0.4,41.0,63.53,Clear,Hexacopter,Rural,True,False,False,True,Basic,Medium,5.96,Low
FL101492,9.83,82.5,33.0,45.7,11.2,1.56,120.4,0.1,54.2,49.92,Cloudy,FixedWing,Suburban,False,False,True,False,Basic,Medium,19.25,High
FL102474,4.36,71.8,35.5,83.7,4.9,2.15,91.0,0.2,37.4,999.0,Windy,Hexacopter,Urban,True,True,False,False,Basic,Low,15.19,Medium
FL100884,7.37,65.5,28.2,83.3,3.0,1.28,85.0,0.6,29.6,50.35,Rainy,Hexacopter,Suburban,True,False,False,False,Basic,Medium,13.88,Medium
FL100143,11.01,70.8,26.7,45.5,25.6,0.23,108.1,,44.7,54.15,Foggy,Quadcopter,Rural,False,False,False,False,Advanced,Medium,1.22,Low
FL102942,8.08,76.8,39.4,86.2,17.4,3.01,108.8,1.1,47.7,37.43,Clear,Hexacopter,Urban,False,False,True,True,Expert,Low,6.02,Low
FL100850,5.28,76.4,22.7,55.1,4.6,0.92,91.9,0.1,39.6,52.66,Windy,Hexacopter,Urban,False,True,False,True,Basic,Low,20.41,High
FL100717,5.62,93.1,25.0,41.9,15.1,1.77,56.0,4.4,38.1,64.66,Foggy,Quadcopter,Rural,False,True,False,False,Basic,Medium,4.97,Low
FL102864,8.9,85.4,39.2,22.0,3.6,2.28,68.5,4.9,54.7,59.74,Foggy,Hexacopter,Suburban,False,False,False,True,Advanced,High,3.57,Low
FL100264,14.45,82.2,40.3,17.0,12.3,0.87,118.0,2.0,39.1,49.8,Stormy,Quadcopter,Restricted,False,False,False,True,Expert,Medium,17.45,Medium
FL100075,1.24,93.3,18.1,80.0,17.0,1.61,109.6,1.2,3.5,50.93,Rainy,Hexacopter,Urban,False,False,False,False,Basic,Low,3.16,Low
FL100395,17.78,62.8,21.0,24.0,3.0,3.12,106.1,3.4,52.8,39.89,Windy,Quadcopter,Suburban,False,False,False,False,Basic,Medium,21.99,High
FL102545,4.91,64.6,-29.2,76.2,7.9,1.99,98.8,1.3,57.2,50.97,Clear,Quadcopter,Urban,False,False,False,False,Basic,Medium,6.08,Low
FL102224,10.75,80.3,25.3,51.8,13.8,4.17,76.9,1.0,47.5,,Rainy,Hexacopter,Urban,False,False,False,False,Basic,Low,13.96,Medium
FL102799,3.46,55.7,32.4,44.8,14.8,2.57,116.9,6.3,36.9,56.36,Cloudy,Quadcopter,Urban,False,False,False,True,Advanced,Low,-7.31,Low
FL100396,6.02,98.4,27.4,48.8,10.0,1.83,97.9,2.4,31.0,46.3,Cloudy,Hexacopter,Suburban,False,False,False,True,Basic,Low,3.09,Low
FL101365,2.12,75.6,23.6,64.9,8.6,1.68,91.8,0.4,55.4,45.31,Clear,Quadcopter,Urban,False,False,False,True,Advanced,Medium,4.16,Low
FL102500,4.01,69.9,28.9,93.8,10.3,1.0,121.4,5.7,68.1,50.71,Windy,Hexacopter,Rural,False,False,False,True,Expert,Medium,5.45,Low
FL101903,5.23,52.9,21.1,80.4,18.1,0.84,86.8,4.7,22.4,46.24,Cloudy,Quadcopter,Rural,True,False,False,True,Basic,Medium,4.8,Low
FL100595,5.38,86.7,44.6,53.6,6.4,4.99,99.1,0.8,32.7,35.5,Cloudy,FixedWing,Urban,True,False,False,True,Basic,Low,8.75,Medium
FL102109,7.0,67.7,22.9,45.9,25.6,2.84,20.0,0.0,7.0,47.08,Cloudy,FixedWing,Urban,False,False,False,True,Advanced,Low,3.68,Low
FL101296,11.03,59.8,39.0,58.0,13.5,1.22,103.4,9.4,59.7,37.99,Foggy,Quadcopter,Urban,False,False,False,True,Expert,Medium,-1.28,Low
FL101821,2.34,42.2,27.1,58.3,13.6,2.13,125.8,0.4,0.0,999.0,Cloudy,Quadcopter,Rural,True,False,False,True,Basic,Low,3.96,Low
FL100872,3.83,57.3,24.0,44.2,29.8,2.12,93.9,0.0,40.6,58.35,Rainy,Quadcopter,Rural,True,True,False,True,Advanced,Medium,5.93,Low
FL102911,11.01,56.7,23.5,84.3,14.6,0.3,52.9,1.6,44.7,44.69,Cloudy,Hexacopter,Suburban,False,False,False,True,Advanced,Medium,4.58,Low
FL102326,3.15,54.0,21.8,35.0,5.8,4.3,76.3,0.4,52.4,47.04,Clear,Quadcopter,Suburban,True,False,False,True,Advanced,Medium,6.16,Low
FL101548,8.69,97.0,19.6,57.7,18.6,0.7,92.2,3.1,25.7,52.86,Rainy,FixedWing,Urban,False,False,False,True,Expert,Medium,0.94,Low
FL100036,6.62,69.9,44.9,71.8,5.5,7.22,94.2,1.7,42.4,51.04,Cloudy,Quadcopter,Urban,False,False,False,False,Advanced,Medium,16.93,Medium
FL102526,4.12,70.7,33.3,69.3,5.0,2.06,116.5,0.3,22.1,52.6,Rainy,Hexacopter,Rural,True,False,False,True,Basic,Medium,2.51,Low
FL102143,6.17,88.6,38.3,60.2,3.8,2.14,102.9,0.0,69.0,47.16,Foggy,Hexacopter,Urban,False,True,False,True,Basic,High,24.46,High
FL102940,6.09,74.9,24.2,32.9,15.5,0.63,121.6,6.1,41.0,60.34,Cloudy,Quadcopter,Urban,False,False,False,False,Basic,Medium,1.48,Low
FL100977,4.73,62.3,29.7,51.3,19.4,2.51,89.7,2.5,47.0,33.69,Rainy,Quadcopter,Rural,True,True,False,True,Advanced,Medium,-0.46,Low
FL101571,2.14,95.2,33.0,55.7,16.1,1.64,68.8,1.2,65.9,,Windy,Quadcopter,Suburban,False,False,True,True,Basic,High,15.43,Medium
FL101122,9.05,64.3,30.6,67.8,4.3,1.68,97.7,2.4,69.6,39.49,Stormy,FixedWing,Suburban,False,False,False,True,Basic,High,22.51,High
FL102239,10.18,82.1,38.8,40.2,7.9,2.83,84.1,4.4,29.1,53.7,Rainy,Quadcopter,Rural,False,False,False,True,Advanced,Low,-0.42,Low
FL101892,4.74,75.6,43.0,56.0,2.3,7.32,128.6,1.5,69.5,65.94,Cloudy,Hexacopter,Urban,False,True,True,True,Basic,High,40.52,High
FL100675,5.51,61.7,32.2,57.3,13.1,2.09,60.3,3.5,65.3,54.55,Clear,Quadcopter,Suburban,False,True,False,False,Basic,Medium,6.46,Low
FL100728,7.68,77.8,29.0,48.7,4.2,3.87,63.2,8.4,22.9,49.2,Clear,FixedWing,Suburban,False,True,False,True,Basic,Low,2.76,Low
FL100412,4.38,75.0,25.7,70.4,10.8,1.07,97.5,0.0,25.5,34.67,Clear,FixedWing,Urban,False,False,False,False,Basic,High,0.97,Low
FL101516,4.7,100.0,21.9,68.7,22.3,1.93,49.5,2.4,50.7,62.89,Windy,Hexacopter,Suburban,False,False,False,True,Advanced,Medium,-3.34,Low
FL101649,7.3,100.0,37.8,36.1,9.6,2.65,65.1,0.4,75.3,64.19,Clear,Quadcopter,Urban,False,False,False,True,Basic,High,11.4,Medium
FL100825,23.67,87.5,35.0,51.8,16.6,1.21,112.8,3.5,57.7,41.36,Windy,Quadcopter,Urban,True,False,False,False,Basic,Medium,75.84,High
FL100616,2.29,73.2,22.7,38.9,1.8,2.55,111.6,8.1,60.6,42.17,Cloudy,Quadcopter,Suburban,False,False,False,False,Advanced,High,0.55,Low
FL100114,2.97,89.0,20.8,52.4,11.9,5.43,102.5,1.0,27.0,50.0,Cloudy,Quadcopter,Suburban,True,True,False,False,Basic,Low,32.41,High
FL100417,6.11,94.4,25.9,44.8,3.3,4.02,96.9,1.4,0.0,62.18,Foggy,Hexacopter,Urban,False,False,False,True,Advanced,Low,13.34,Medium
FL101625,2.27,96.4,40.1,40.7,18.3,2.42,110.0,1.8,80.8,45.49,Clear,Hexacopter,Urban,True,False,False,True,Advanced,High,-1.46,Low
FL102939,10.38,58.7,30.2,44.6,11.6,3.13,48.4,1.0,35.2,40.77,Cloudy,Quadcopter,Urban,True,False,False,True,Basic,Medium,5.24,Low
FL100089,13.7,67.2,28.1,92.4,1.9,4.72,95.3,1.8,34.5,38.78,Cloudy,Quadcopter,Rural,True,False,False,True,Basic,Low,-3.69,Low
FL102082,2.57,59.9,24.0,40.2,23.6,1.13,105.0,0.4,52.9,44.85,Clear,FixedWing,Rural,False,False,False,False,Basic,Medium,6.14,Low
FL100753,8.7,74.0,33.2,81.5,22.9,3.92,57.0,2.9,55.7,48.01,Windy,Hexacopter,Rural,False,False,False,False,Advanced,Medium,1.12,Low
FL101630,11.56,33.0,10.4,79.8,3.3,0.53,146.0,3.6,43.6,62.81,Clear,Quadcopter,Rural,False,False,False,True,Basic,Medium,-5.83,Low
FL100011,4.29,100.0,48.0,68.5,2.1,2.16,86.6,3.9,19.5,57.65,Clear,Hexacopter,Urban,False,False,False,True,Expert,Low,-11.85,Low
FL102444,10.11,88.7,14.7,35.9,24.5,2.64,118.5,6.8,32.4,46.72,Cloudy,Quadcopter,Restricted,True,False,False,True,Expert,Medium,-2.43,Low
FL100284,6.2,92.9,24.0,57.4,20.6,0.65,94.7,1.2,32.7,47.82,Cloudy,Quadcopter,Suburban,True,True,False,True,Expert,Medium,-1.72,Low
FL101066,5.7,67.6,40.0,40.7,7.0,1.39,121.4,0.3,32.2,34.32,Cloudy,Quadcopter,Urban,False,True,True,False,Basic,Low,25.91,High
FL101191,0.45,61.1,15.9,46.8,12.7,1.63,87.5,1.1,83.2,48.9,Clear,FixedWing,Rural,True,True,False,True,Advanced,High,8.13,Medium
FL101440,6.16,83.3,32.7,81.5,5.8,1.61,82.1,0.2,10.7,58.66,Windy,Quadcopter,Suburban,False,False,False,True,Advanced,Low,6.29,Low
FL102801,5.52,84.3,27.5,31.3,3.5,0.64,20.0,4.9,65.2,59.49,Windy,Hexacopter,Suburban,False,False,False,False,Expert,Medium,4.61,Low
FL102800,10.02,89.2,25.2,28.2,7.2,4.59,74.5,6.6,35.9,48.46,Rainy,Quadcopter,Urban,False,False,False,True,Advanced,Medium,8.54,Medium
FL102710,2.74,88.0,24.2,61.7,9.7,2.86,91.5,0.3,59.8,53.81,Clear,Hexacopter,Urban,False,False,False,True,Advanced,Medium,-0.53,Low
FL101568,9.45,60.2,26.4,41.0,26.4,1.39,78.4,0.2,57.4,46.5,Foggy,FixedWing,Urban,True,False,False,True,Basic,Medium,3.74,Low
FL102427,2.14,88.9,23.2,89.1,7.0,2.5,60.8,1.9,39.9,38.6,Windy,Quadcopter,Urban,False,False,False,True,Expert,Medium,0.55,Low
FL102577,4.28,86.1,18.8,26.1,7.9,3.99,106.3,0.4,11.7,59.93,Clear,Hexacopter,Rural,True,False,False,True,Advanced,Low,-4.17,Low
FL101687,7.89,60.6,23.6,61.2,26.5,1.94,60.9,1.4,63.0,45.84,Rainy,Quadcopter,Suburban,False,False,True,True,Advanced,High,20.38,High
FL100851,0.53,95.4,30.8,89.1,19.3,1.12,119.2,4.4,50.1,63.04,Cloudy,Quadcopter,Suburban,True,False,False,False,Advanced,Medium,-11.63,Low
FL102207,2.68,57.7,27.4,78.2,0.6,1.46,96.7,2.3,41.4,71.65,Stormy,Quadcopter,Urban,False,False,False,True,Basic,Medium,10.27,Medium
FL100895,5.35,65.4,21.2,12.4,9.3,4.46,41.1,0.7,40.6,58.01,Cloudy,Hexacopter,Rural,True,False,False,True,Advanced,Medium,1.34,Low
FL100496,4.75,60.8,34.1,51.0,21.2,3.4,101.7,4.9,48.4,47.32,Clear,Quadcopter,Urban,False,False,False,True,Advanced,Medium,-3.9,Low
FL102305,10.12,86.2,34.6,70.7,47.5,1.68,84.8,1.2,74.3,49.38,Clear,Hexacopter,Suburban,True,False,True,True,Basic,High,57.41,High
FL101782,3.89,75.8,24.9,64.1,23.9,4.25,115.8,2.0,31.7,59.46,Rainy,Quadcopter,Suburban,False,False,False,True,Basic,Low,9.71,Medium
FL100335,2.83,75.2,25.5,58.3,7.8,2.31,116.8,0.9,84.2,50.68,Clear,Hexacopter,Suburban,False,False,False,False,Basic,High,13.93,Medium
FL100515,5.95,99.2,41.9,,18.2,0.75,91.4,8.9,56.3,50.8,Cloudy,FixedWing,Urban,False,False,False,True,Advanced,High,-5.38,Low
FL101348,13.57,98.2,41.7,79.9,1.8,4.3,104.3,3.3,31.4,48.97,Foggy,Hexacopter,Urban,True,False,False,True,Expert,Low,31.46,High
FL101015,8.43,59.8,16.0,98.1,12.6,2.06,92.1,2.0,61.8,59.28,Clear,FixedWing,Suburban,False,False,False,False,Basic,Medium,6.88,Low
FL102808,9.43,51.3,31.7,54.8,2.1,4.81,97.4,1.4,72.6,48.14,Clear,Hexacopter,Urban,False,False,False,True,Basic,High,-4.96,Low
FL102803,25.32,76.5,39.7,81.3,16.1,3.16,89.2,0.4,0.0,42.89,Rainy,Quadcopter,Suburban,False,False,False,False,Advanced,Low,46.29,High
FL101781,6.91,92.6,24.6,54.9,11.3,2.68,114.7,5.8,52.8,68.52,Rainy,Quadcopter,Urban,False,True,False,False,Basic,Medium,0.31,Low
FL101785,24.84,90.9,18.9,50.1,22.0,1.31,49.0,3.7,79.5,52.4,Clear,Hexacopter,Urban,False,True,False,True,Basic,High,51.68,High
FL102070,8.46,96.2,25.7,,24.8,4.02,118.8,3.4,84.6,40.69,Windy,Quadcopter,Suburban,True,False,False,True,Advanced,High,12.11,Medium
FL100356,11.83,51.4,23.6,72.1,5.3,1.31,87.4,2.6,15.6,41.97,Rainy,Quadcopter,Urban,False,False,False,True,Expert,Low,-3.28,Low
FL102852,11.75,49.8,42.2,28.8,9.3,3.66,30.6,8.3,43.2,51.86,Clear,Hexacopter,Urban,True,False,False,True,Advanced,Medium,-5.32,Low
FL101312,23.73,108.4,27.0,71.8,12.3,1.31,79.9,0.7,60.7,61.64,Cloudy,Quadcopter,Urban,True,False,False,True,Expert,Medium,69.77,High
FL101635,9.12,69.8,40.2,54.6,2.1,2.7,83.2,2.5,38.1,62.27,Cloudy,Hexacopter,Urban,False,False,False,True,Basic,Low,6.05,Low
FL100550,13.21,67.4,36.4,59.4,5.8,3.22,108.0,0.2,46.3,58.94,Clear,Quadcopter,Urban,False,False,False,False,Basic,Medium,5.8,Low
FL102388,5.56,93.1,37.5,55.6,14.3,0.23,119.0,1.2,62.7,47.01,Clear,Hexacopter,Suburban,False,False,False,True,Advanced,Medium,-10.51,Low
FL102479,6.64,90.1,28.8,98.5,3.5,0.73,94.6,4.7,15.9,38.97,Clear,Hexacopter,Suburban,True,False,False,True,Advanced,Low,-9.19,Low
FL102521,2.46,65.0,37.1,42.7,14.8,1.48,100.0,2.3,40.7,50.27,Clear,Quadcopter,Rural,False,False,False,False,Advanced,Medium,-1.62,Low
FL102265,3.44,90.6,20.1,49.3,5.8,2.23,134.3,1.4,51.2,58.85,Clear,Quadcopter,Rural,True,False,False,True,Basic,Medium,5.0,Low
FL101227,6.98,84.4,28.4,46.7,25.3,3.02,82.5,1.0,53.1,44.51,Clear,Hexacopter,Urban,False,False,False,True,Expert,Medium,-12.37,Low
FL102822,6.01,69.4,22.4,26.2,11.0,1.19,114.7,1.0,35.7,52.99,Cloudy,Quadcopter,Urban,True,False,False,True,Basic,Low,5.13,Low
FL100957,4.38,86.0,23.6,48.6,14.1,2.35,50.4,0.3,77.9,46.46,Clear,Hexacopter,Restricted,False,True,False,False,Expert,High,56.76,High
FL101773,9.74,71.9,29.5,68.1,11.9,2.36,124.6,0.3,42.4,44.59,Cloudy,FixedWing,Suburban,False,False,False,True,Basic,Medium,-3.86,Low
FL102141,7.57,100.0,48.0,71.7,2.1,5.47,88.6,,39.3,56.11,Clear,Hexacopter,Rural,False,True,False,True,Expert,Low,18.49,High
FL101008,4.4,74.1,23.3,47.6,44.6,2.06,92.5,1.3,11.9,50.51,Clear,Quadcopter,Rural,False,False,False,True,Advanced,Low,-2.46,Low
FL101092,4.19,95.5,27.8,80.2,1.2,3.38,70.7,0.9,36.9,39.14,Cloudy,Quadcopter,Suburban,True,False,False,False,Expert,Medium,1.14,Low
FL102674,19.63,90.2,23.1,87.1,4.9,1.05,94.1,2.8,28.4,59.27,Stormy,Hexacopter,Rural,False,False,False,True,Advanced,Low,33.69,High
FL100996,9.15,100.0,30.5,55.7,22.3,1.66,137.4,4.1,65.5,46.28,Clear,FixedWing,Suburban,False,False,False,True,Expert,Medium,-10.16,Low
FL101679,5.66,87.8,43.7,37.7,13.0,1.15,73.8,10.7,70.2,57.15,Foggy,Hexacopter,Suburban,True,False,False,True,Advanced,High,12.31,Medium
FL100153,10.6,60.0,24.9,37.9,22.8,2.24,90.7,7.3,18.6,44.35,Cloudy,Quadcopter,Suburban,True,False,False,True,Advanced,Low,-2.65,Low
FL102782,2.99,75.1,23.8,69.5,0.7,2.24,35.8,8.1,37.2,47.52,Cloudy,Hexacopter,Rural,False,False,False,False,Basic,Low,1.28,Low
FL100580,1.67,91.3,28.7,85.9,6.5,3.41,74.4,0.1,40.7,43.42,Rainy,Quadcopter,Suburban,False,False,False,True,Basic,Medium,5.82,Low
FL101470,14.5,58.0,32.4,61.4,22.0,5.08,122.1,1.3,32.6,55.43,Cloudy,Quadcopter,Rural,False,False,False,False,Expert,Medium,14.91,Medium
FL100703,9.3,57.0,35.5,67.4,8.1,2.18,118.9,2.2,38.4,47.07,Clear,Hexacopter,Suburban,True,True,False,True,Basic,Medium,-0.95,Low
FL101212,8.67,61.2,35.5,70.3,7.4,1.88,49.1,1.6,41.9,43.62,Clear,Quadcopter,Urban,True,True,False,True,Expert,Low,-4.01,Low
FL100896,4.24,74.4,15.8,48.1,0.6,4.32,104.5,1.1,49.2,40.64,Cloudy,Quadcopter,Rural,False,False,False,True,Basic,Medium,-5.17,Low
FL100487,4.82,79.6,27.6,28.5,2.9,2.07,121.4,9.5,59.7,49.46,Rainy,Hexacopter,Urban,False,True,False,True,Expert,Medium,-9.89,Low
FL100559,4.53,85.3,39.7,70.8,18.6,2.31,119.2,0.8,21.4,42.76,Stormy,Quadcopter,Urban,False,True,False,False,Basic,Medium,19.48,High
FL101141,13.58,81.3,23.3,65.3,7.2,1.98,96.0,2.6,39.0,50.18,Cloudy,Quadcopter,Urban,False,True,False,False,Basic,High,10.36,Medium
FL101119,0.44,84.3,31.0,63.9,5.1,0.75,67.3,1.1,36.8,52.53,Foggy,Hexacopter,Suburban,False,False,False,True,Basic,Medium,4.26,Low
FL100512,7.59,95.3,20.8,85.8,12.3,2.32,88.2,3.6,31.7,44.73,Windy,Hexacopter,Urban,True,False,False,False,Expert,Low,-4.39,Low
FL100633,5.48,61.6,34.7,65.4,9.7,2.06,88.7,3.9,43.0,43.61,Rainy,Quadcopter,Suburban,False,False,False,True,Expert,Medium,-8.68,Low
FL102584,7.03,95.4,24.0,68.7,4.0,1.16,104.1,6.3,22.3,46.57,Clear,Quadcopter,Urban,False,False,False,False,Basic,Low,6.14,Low
FL101664,0.3,66.8,24.7,51.8,5.1,2.53,97.0,2.1,56.6,64.37,Stormy,Quadcopter,Rural,False,True,True,True,Basic,Medium,32.51,High
FL101012,9.35,79.2,33.4,66.8,13.4,1.87,138.2,0.5,35.8,49.8,Rainy,FixedWing,Suburban,False,False,False,True,Advanced,Medium,12.91,Medium
